Highest Stage:,5
Avg Stage:,2.34
Iteration Number,Stage Completed
1,1
2,0
3,3
4,0
5,2
6,1
7,3
8,0
9,4
10,1
11,1
12,4
13,3
14,1
15,4
16,3
17,3
18,1
19,4
20,2
21,2
22,1
23,2
24,5
25,2
26,4
27,3
28,3
29,3
30,3
31,2
32,2
33,2
34,3
35,3
36,2
37,3
38,4
39,2
40,2
41,2
42,0
43,2
44,1
45,2
46,3
47,5
48,4
49,1
50,3
